,ID,V,e_V,V-R,e_V-R,V-I,e_V-I,abs(V),abs(V-I),abs(V-R),abs(R-I)
1756,05225614,20.732,0.193,0.846,0.23,2.308,0.217,12.093937431123281,2.5006959999999996,0.9397439999999999,1.5609519999999997
1757,05225753,18.33,0.024,0.543,0.029,1.269,0.034,9.69193743112328,1.461696,0.636744,0.8249520000000001
1758,05224760,21.429,0.371,0.741,0.44,2.845,0.394,12.79093743112328,3.037696,0.8347439999999999,2.202952
1761,05225425,18.991,0.04,0.573,0.051,1.326,0.058,10.352937431123282,1.518696,0.666744,0.851952
1762,05225408,18.34,0.02,0.723,0.026,1.46,0.03,9.701937431123282,1.652696,0.8167439999999999,0.835952
1763,05224735,19.429,0.062,0.801,0.074,1.851,0.078,10.79093743112328,2.0436959999999997,0.894744,1.1489519999999998
1764,05224760,19.078,0.041,1.063,0.047,2.079,0.048,10.439937431123282,2.271696,1.156744,1.114952
1765,05224881,17.898,0.017,0.846,0.02,1.724,0.022,9.259937431123282,1.9166960000000002,0.9397439999999999,0.9769520000000003
1766,05225131,18.743,0.031,0.624,0.039,1.378,0.045,10.10493743112328,1.570696,0.7177439999999999,0.8529520000000002
1768,05225235,19.874,0.091,0.745,0.108,1.65,0.119,11.235937431123281,1.842696,0.8387439999999999,1.003952
1769,05224897,20.994,0.239,1.734,0.248,2.918,0.252,12.355937431123282,3.110696,1.8277439999999998,1.282952
1770,05225529,20.243,0.12,1.298,0.13,2.824,0.128,11.60493743112328,3.0166959999999996,1.3917439999999999,1.6249519999999997
1771,05231392,17.997,0.018,0.795,0.023,1.684,0.023,9.358937431123282,1.8766960000000001,0.888744,0.9879520000000002
1772,05231362,18.011,0.017,0.666,0.022,1.352,0.026,9.372937431123281,1.5446960000000003,0.759744,0.7849520000000003
1773,05231088,19.236,0.054,0.742,0.064,1.587,0.07,10.597937431123283,1.7796960000000002,0.8357439999999998,0.9439520000000003
1774,05231428,18.07,0.024,0.787,0.03,1.775,0.029,9.431937431123282,1.967696,0.880744,1.086952
1775,05230568,18.159,0.019,0.678,0.024,1.457,0.027,9.520937431123281,1.6496960000000003,0.771744,0.8779520000000003
1777,05231358,18.604,0.028,0.946,0.034,1.942,0.033,9.965937431123281,2.134696,1.039744,1.094952
1781,05231346,18.536,0.029,0.576,0.036,1.065,0.047,9.897937431123284,1.257696,0.6697439999999999,0.587952
1782,05231030,20.883,0.242,1.285,0.258,2.742,0.256,12.244937431123281,2.9346959999999997,1.378744,1.5559519999999998
1783,05230636,19.714,0.079,0.714,0.096,1.602,0.109,11.07593743112328,1.7946960000000003,0.8077439999999998,0.9869520000000005
1784,05230527,20.849,0.217,1.408,0.232,2.3,0.244,12.210937431123282,2.4926959999999996,1.5017439999999997,0.9909519999999998
1785,05230581,21.573,0.404,1.86,0.416,3.126,0.423,12.934937431123283,3.3186959999999996,1.9537440000000001,1.3649519999999995
1787,05230363,19.285,0.051,0.741,0.062,1.406,0.075,10.646937431123282,1.5986960000000001,0.8347439999999999,0.7639520000000002
1788,05230956,18.745,0.035,1.064,0.038,2.119,0.039,10.106937431123283,2.311696,1.1577439999999999,1.153952
1789,05230807,19.39,0.055,0.73,0.069,1.639,0.072,10.751937431123283,1.8316960000000002,0.8237439999999998,1.0079520000000004
1790,05230821,18.069,0.017,0.804,0.021,1.618,0.022,9.430937431123281,1.8106960000000003,0.8977440000000001,0.9129520000000002
1791,05231724,21.693,0.447,2.021,0.456,3.045,0.471,13.054937431123284,3.2376959999999997,2.114744,1.1229519999999997
1794,05232087,18.366,0.023,0.56,0.029,1.257,0.034,9.727937431123282,1.449696,0.6537440000000001,0.795952
1797,05232466,18.697,0.035,0.788,0.042,1.355,0.051,10.058937431123281,1.547696,0.8817440000000001,0.6659519999999999
1799,05232006,19.024,0.042,0.861,0.048,1.647,0.054,10.385937431123283,1.8396960000000002,0.954744,0.8849520000000002
1800,05232245,18.13,0.019,0.745,0.024,1.453,0.027,9.491937431123281,1.6456960000000003,0.8387439999999999,0.8069520000000003
1801,05232144,17.893,0.015,0.873,0.018,1.65,0.019,9.254937431123283,1.842696,0.966744,0.8759519999999998
1802,05232274,18.659,0.033,0.882,0.039,1.664,0.043,10.020937431123281,1.8566960000000001,0.975744,0.8809520000000002
1803,05231766,19.541,0.06,1.151,0.068,2.25,0.068,10.902937431123283,2.4426959999999998,1.244744,1.1979519999999997
1804,05232367,20.453,0.155,1.333,0.167,2.499,0.168,11.814937431123282,2.691696,1.426744,1.2649519999999999
1806,05232937,19.922,0.089,0.63,0.114,1.521,0.12,11.283937431123283,1.7136959999999999,0.7237439999999999,0.9899519999999999
1807,05232320,21.225,0.302,1.034,0.341,2.62,0.328,12.586937431123284,2.812696,1.127744,1.6849519999999998
1811,05234115,19.238,0.175,1.532,0.18,2.977,0.183,10.599937431123282,3.1696959999999996,1.6257439999999999,1.5439519999999998
1813,05233708,19.111,0.13,0.831,0.15,1.795,0.159,10.472937431123283,1.987696,0.9247439999999998,1.0629520000000001
1814,05233482,18.27,0.025,0.477,0.031,0.955,0.043,9.631937431123282,1.147696,0.5707439999999999,0.5769520000000001
1815,05233219,18.009,0.017,0.598,0.023,1.228,0.027,9.370937431123282,1.4206960000000002,0.6917439999999999,0.7289520000000003
1816,05233600,20.863,0.218,1.335,0.238,2.934,0.231,12.224937431123282,3.126696,1.4287439999999998,1.6979520000000001
1817,05233538,18.127,0.022,0.55,0.028,1.117,0.034,9.488937431123281,1.309696,0.6437440000000001,0.6659519999999999
1820,05233227,20.977,0.253,1.23,0.276,3.03,0.266,12.338937431123282,3.2226959999999996,1.3237439999999998,1.8989519999999998
1821,05233100,17.85,0.025,0.654,0.03,1.337,0.036,9.211937431123284,1.5296960000000002,0.747744,0.7819520000000002
1822,05222931,19.604,0.075,0.852,0.087,1.672,0.095,10.965937431123281,1.8646960000000001,0.9457439999999999,0.9189520000000002
1823,05222939,19.367,0.059,1.02,0.067,1.918,0.073,10.728937431123283,2.110696,1.1137439999999998,0.9969520000000001
1824,05223504,18.051,0.019,0.684,0.024,1.322,0.03,9.41293743112328,1.514696,0.777744,0.736952
1825,05224056,20.422,0.15,1.083,0.167,2.113,0.174,11.783937431123283,2.3056959999999997,1.176744,1.1289519999999997
1827,05224486,20.855,0.233,1.124,0.259,2.522,0.254,12.216937431123283,2.7146959999999996,1.217744,1.4969519999999996
1829,05223873,18.037,0.016,0.835,0.02,1.612,0.022,9.398937431123281,1.804696,0.9287439999999998,0.8759520000000003
1830,05223991,19.418,0.058,0.722,0.072,1.623,0.077,10.779937431123281,1.8156960000000002,0.8157439999999998,0.9999520000000004
1832,05224079,18.669,0.033,0.875,0.039,1.756,0.043,10.030937431123283,1.9486960000000002,0.9687439999999998,0.9799520000000004
1833,05223086,18.956,0.04,0.75,0.049,1.564,0.054,10.317937431123282,1.756696,0.8437439999999998,0.9129520000000002
1834,05224165,18.37,0.026,0.76,0.03,1.481,0.035,9.731937431123283,1.6736960000000003,0.8537440000000001,0.8199520000000002
1838,05223022,19.22,0.05,1.137,0.056,2.354,0.056,10.581937431123281,2.546696,1.2307439999999998,1.315952
1840,05223725,20.05,0.102,1.148,0.113,2.204,0.116,11.411937431123283,2.396696,1.241744,1.154952
1841,05223106,20.024,0.108,1.17,0.117,2.491,0.118,11.385937431123283,2.683696,1.2637439999999998,1.419952
1842,05223268,21.432,0.37,1.035,0.415,2.719,0.396,12.79393743112328,2.9116959999999996,1.128744,1.7829519999999996
1843,05223518,20.339,0.131,1.15,0.144,2.378,0.146,11.70093743112328,2.570696,1.2437439999999997,1.3269520000000001
1848,05223657,21.379,0.366,1.614,0.38,3.044,0.384,12.740937431123283,3.236696,1.7077440000000002,1.5289519999999996
1849,05224446,20.737,0.205,1.151,0.227,2.519,0.223,12.09893743112328,2.711696,1.244744,1.4669519999999998
1852,05223968,19.606,0.067,1.368,0.072,3.064,0.07,10.967937431123284,3.256696,1.4617440000000002,1.7949519999999997
1856,05225139,18.852,0.035,0.676,0.043,1.423,0.05,10.213937431123282,1.615696,0.769744,0.845952
1858,05225163,18.916,0.036,1.247,0.039,2.717,0.038,10.277937431123283,2.909696,1.3407440000000002,1.5689519999999997
1859,05224599,18.409,0.026,0.693,0.032,1.576,0.034,9.770937431123281,1.768696,0.7867439999999999,0.9819520000000002
1861,05225367,17.746,0.013,0.754,0.016,1.53,0.018,9.10793743112328,1.7226960000000002,0.8477439999999998,0.8749520000000004
1862,05224794,20.61,0.209,1.211,0.227,2.35,0.231,11.971937431123282,2.542696,1.3047440000000001,1.2379519999999997
1863,05225027,19.765,0.079,1.136,0.087,2.08,0.093,11.126937431123283,2.272696,1.229744,1.0429519999999999
1864,05224919,18.308,0.023,0.792,0.027,1.631,0.029,9.669937431123282,1.8236960000000002,0.8857440000000001,0.9379520000000001
1866,05224569,18.172,0.019,0.649,0.025,1.346,0.03,9.533937431123283,1.538696,0.7427439999999998,0.7959520000000002
1867,05224750,19.993,0.112,1.214,0.121,2.327,0.124,11.35493743112328,2.5196959999999997,1.3077439999999998,1.211952
1868,05224623,20.152,0.106,1.69,0.111,2.588,0.116,11.513937431123283,2.780696,1.7837439999999998,0.9969520000000001
1869,05224848,18.939,0.043,1.236,0.047,2.837,0.045,10.300937431123282,3.029696,1.329744,1.699952
1871,05225373,21.522,0.399,1.298,0.434,2.943,0.421,12.88393743112328,3.135696,1.3917439999999999,1.743952
1875,05225865,18.544,0.026,0.942,0.029,1.851,0.032,9.905937431123283,2.0436959999999997,1.035744,1.0079519999999997
1876,05225836,17.758,0.013,0.724,0.016,1.463,0.018,9.119937431123281,1.655696,0.817744,0.837952
1877,05224758,17.753,0.016,0.672,0.02,1.381,0.022,9.114937431123282,1.5736960000000002,0.765744,0.8079520000000002
1879,05225711,19.964,0.099,1.252,0.108,2.621,0.107,11.32593743112328,2.8136959999999998,1.345744,1.4679519999999997
1881,05225445,20.508,0.147,1.097,0.167,2.709,0.158,11.869937431123281,2.901696,1.1907439999999998,1.710952
1883,05225615,19.292,0.051,0.708,0.064,1.538,0.068,10.653937431123284,1.7306960000000002,0.801744,0.9289520000000002
1886,05225446,20.564,0.169,1.175,0.185,2.259,0.189,11.925937431123282,2.4516959999999997,1.268744,1.1829519999999996
1889,05230826,17.863,0.015,0.721,0.018,1.472,0.021,9.224937431123282,1.664696,0.8147439999999999,0.849952
1892,05230018,18.376,0.024,0.581,0.03,1.237,0.034,9.737937431123283,1.429696,0.674744,0.7549520000000001
1893,05230109,18.155,0.019,0.529,0.025,1.14,0.03,9.516937431123283,1.332696,0.622744,0.7099520000000001
1894,05231112,18.155,0.02,0.778,0.024,1.613,0.026,9.516937431123283,1.805696,0.8717439999999999,0.9339520000000001
1895,05231189,20.75,0.188,1.021,0.213,2.447,0.207,12.111937431123282,2.639696,1.1147439999999997,1.524952
1897,05230108,18.781,0.034,0.63,0.042,1.374,0.048,10.142937431123281,1.566696,0.7237439999999999,0.8429520000000001
1902,05230036,18.254,0.025,0.75,0.031,1.192,0.039,9.615937431123283,1.3846960000000001,0.8437439999999998,0.5409520000000003
1903,05231384,19.75,0.083,0.931,0.096,1.771,0.104,11.111937431123282,1.9636959999999999,1.0247439999999999,0.938952
1904,05230178,18.641,0.027,0.694,0.034,1.419,0.039,10.00293743112328,1.611696,0.7877439999999998,0.8239520000000002
1905,05230982,19.102,0.043,0.948,0.051,1.872,0.053,10.463937431123282,2.064696,1.0417439999999998,1.0229520000000003
1906,05230491,19.059,0.041,1.186,0.046,2.571,0.045,10.420937431123283,2.763696,1.2797439999999998,1.4839520000000002
1907,05230931,19.82,0.089,1.032,0.101,1.953,0.107,11.181937431123282,2.145696,1.1257439999999999,1.0199520000000002
1908,05230593,19.151,0.047,0.818,0.055,1.596,0.063,10.512937431123282,1.788696,0.9117439999999999,0.8769520000000002
1910,05231098,18.347,0.024,0.772,0.027,1.483,0.031,9.708937431123283,1.675696,0.8657440000000001,0.809952
1912,05230432,19.743,0.084,0.837,0.099,1.593,0.107,11.10493743112328,1.785696,0.930744,0.8549519999999999
1913,05230345,20.881,0.226,1.346,0.241,2.923,0.238,12.242937431123282,3.115696,1.439744,1.6759519999999999
1915,05232630,18.382,0.028,0.489,0.038,1.012,0.046,9.743937431123284,1.204696,0.5827439999999999,0.6219520000000001
1916,05232861,19.973,0.094,1.172,0.106,2.588,0.102,11.334937431123281,2.780696,1.265744,1.5149519999999999
1917,05232662,19.148,0.048,1.007,0.055,2.084,0.056,10.509937431123282,2.276696,1.100744,1.1759519999999999
1919,05232041,18.794,0.04,0.398,0.051,0.989,0.067,10.155937431123283,1.181696,0.491744,0.6899520000000001
1921,05232793,17.802,0.014,0.618,0.019,1.223,0.022,9.163937431123282,1.4156960000000003,0.7117439999999999,0.7039520000000004
1922,05231555,19.399,0.06,0.628,0.074,1.361,0.085,10.760937431123283,1.5536960000000002,0.7217439999999999,0.8319520000000002
1923,05232123,17.978,0.015,0.827,0.019,1.593,0.021,9.339937431123284,1.785696,0.9207439999999998,0.8649520000000002
1925,05232216,19.655,0.081,0.89,0.092,1.623,0.104,11.016937431123283,1.8156960000000002,0.983744,0.8319520000000002
1926,05231936,18.427,0.026,0.692,0.031,1.419,0.036,9.788937431123282,1.611696,0.785744,0.825952
1928,05232527,18.598,0.027,0.799,0.032,1.5,0.038,9.959937431123281,1.692696,0.892744,0.799952
1929,05231962,18.649,0.041,0.879,0.047,1.41,0.058,10.010937431123283,1.6026960000000001,0.9727439999999998,0.6299520000000003
1930,05232256,19.073,0.049,0.833,0.061,1.553,0.068,10.434937431123283,1.745696,0.926744,0.8189519999999999
1931,05231971,19.399,0.058,1.322,0.064,2.65,0.063,10.760937431123283,2.8426959999999997,1.415744,1.4269519999999998
1932,05232017,18.377,0.026,0.461,0.033,1.015,0.043,9.738937431123281,1.207696,0.5547439999999999,0.6529520000000002
1936,05232166,20.709,0.188,1.489,0.201,2.721,0.203,12.070937431123282,2.913696,1.5827440000000002,1.3309519999999997
1937,05231821,21.111,0.285,1.502,0.298,2.721,0.303,12.472937431123283,2.913696,1.595744,1.3179519999999998
1938,05232278,19.238,0.053,0.919,0.061,1.821,0.064,10.599937431123282,2.013696,1.0127439999999999,1.000952
1943,05231579,18.331,0.02,0.872,0.025,1.65,0.026,9.692937431123282,1.842696,0.9657439999999999,0.876952
1945,05232418,18.837,0.035,0.637,0.044,1.305,0.052,10.198937431123282,1.4976960000000001,0.7307439999999998,0.7669520000000003
1946,05232340,18.478,0.028,0.673,0.034,1.352,0.039,9.839937431123284,1.5446960000000003,0.7667439999999999,0.7779520000000004
1947,05232342,18.75,0.034,0.504,0.044,1.097,0.055,10.111937431123282,1.289696,0.597744,0.6919519999999999
1949,05232331,19.824,0.089,1.033,0.099,2.316,0.098,11.185937431123284,2.5086959999999996,1.1267439999999997,1.3819519999999998
1950,05233991,18.017,0.018,0.846,0.022,1.574,0.024,9.378937431123282,1.7666960000000003,0.9397439999999999,0.8269520000000004
1953,05233912,19.472,0.061,1.138,0.068,2.219,0.07,10.833937431123283,2.4116959999999996,1.2317439999999997,1.179952
1954,05234092,18.734,0.04,1.355,0.043,2.919,0.042,10.095937431123284,3.111696,1.4487439999999998,1.662952
1955,05234104,19.984,0.105,0.92,0.121,1.691,0.134,11.345937431123284,1.8836960000000003,1.013744,0.8699520000000003
1958,05233405,18.505,0.026,0.571,0.034,1.149,0.042,9.866937431123281,1.341696,0.664744,0.676952
1959,05233724,18.418,0.027,0.527,0.034,1.128,0.042,9.779937431123281,1.320696,0.620744,0.6999520000000001
1963,05233117,19.819,0.089,1.124,0.098,2.395,0.098,11.180937431123281,2.5876959999999998,1.217744,1.3699519999999998
1964,05233239,18.175,0.024,0.74,0.029,1.439,0.032,9.536937431123283,1.631696,0.833744,0.797952
1965,05233239,18.175,0.024,0.74,0.029,1.439,0.032,9.536937431123283,1.631696,0.833744,0.797952
1966,05233362,18.976,0.039,0.684,0.049,1.531,0.053,10.337937431123281,1.7236960000000001,0.777744,0.9459520000000001
1970,05233439,19.743,0.079,0.869,0.093,1.737,0.099,11.10493743112328,1.929696,0.962744,0.966952
1972,05233510,18.726,0.038,1.22,0.042,2.495,0.041,10.087937431123281,2.687696,1.313744,1.3739519999999998
1973,05233242,17.65,0.014,0.553,0.019,1.11,0.022,9.01193743112328,1.3026960000000003,0.646744,0.6559520000000003
1974,05222829,18.179,0.019,0.687,0.024,1.436,0.027,9.54093743112328,1.628696,0.7807440000000001,0.8479519999999998
1978,05223144,19.061,0.04,1.023,0.047,2.101,0.047,10.422937431123282,2.2936959999999997,1.116744,1.1769519999999998
1979,05223425,18.334,0.027,0.726,0.034,1.409,0.038,9.695937431123282,1.6016960000000002,0.8197439999999998,0.7819520000000004
1980,05224140,19.704,0.079,0.929,0.089,2.036,0.094,11.065937431123283,2.228696,1.022744,1.2059519999999997
1982,05223311,18.339,0.022,0.826,0.026,1.621,0.028,9.70093743112328,1.813696,0.9197439999999999,0.8939520000000001
1984,05223124,18.001,0.017,0.535,0.022,1.206,0.026,9.362937431123283,1.398696,0.628744,0.769952
1985,05223103,18.454,0.024,0.693,0.03,1.387,0.035,9.815937431123283,1.579696,0.7867439999999999,0.7929520000000001
1986,05223224,18.367,0.022,0.695,0.027,1.411,0.033,9.728937431123283,1.603696,0.7887439999999999,0.8149520000000001
1987,05223050,19.089,0.045,1.181,0.048,2.31,0.051,10.45093743112328,2.502696,1.2747439999999999,1.227952
1988,05223224,19.849,0.087,1.05,0.099,2.376,0.097,11.210937431123282,2.5686959999999996,1.143744,1.4249519999999996
1989,05223149,18.197,0.022,0.618,0.027,1.163,0.033,9.558937431123281,1.3556960000000002,0.7117439999999999,0.6439520000000003
1990,05223617,18.646,0.028,0.687,0.035,1.262,0.043,10.007937431123283,1.454696,0.7807440000000001,0.6739519999999999
1991,05223697,20.124,0.105,1.436,0.112,3.196,0.11,11.485937431123281,3.388696,1.5297439999999998,1.8589520000000002
1994,05223479,21.16,0.314,1.562,0.327,2.895,0.331,12.521937431123282,3.0876959999999998,1.655744,1.4319519999999997
1995,05223755,18.423,0.024,0.596,0.031,1.299,0.035,9.78493743112328,1.491696,0.6897439999999999,0.801952
1996,05223425,17.883,0.016,0.599,0.02,1.22,0.025,9.244937431123281,1.4126960000000002,0.692744,0.7199520000000001
1997,05223403,18.104,0.018,0.65,0.022,1.333,0.027,9.465937431123281,1.5256960000000002,0.743744,0.7819520000000002
1998,05223244,18.538,0.027,0.51,0.036,0.993,0.047,9.899937431123282,1.185696,0.6037440000000001,0.581952
2000,05223863,17.754,0.012,0.805,0.015,1.553,0.017,9.115937431123283,1.745696,0.898744,0.8469519999999999
2001,05223853,19.547,0.063,1.035,0.072,2.081,0.073,10.908937431123283,2.2736959999999997,1.128744,1.1449519999999997
2002,05223866,18.734,0.032,0.855,0.037,1.606,0.042,10.095937431123284,1.7986960000000003,0.9487439999999998,0.8499520000000005
2003,05223177,17.866,0.014,1.055,0.016,2.033,0.017,9.227937431123282,2.2256959999999997,1.148744,1.0769519999999997
2005,05224347,18.258,0.019,0.668,0.024,1.367,0.029,9.619937431123281,1.559696,0.761744,0.797952
2007,05224044,19.533,0.068,0.985,0.076,2.0,0.08,10.894937431123283,2.1926959999999998,1.078744,1.1139519999999998
2008,05223928,20.235,0.118,0.705,0.148,1.97,0.142,11.596937431123282,2.162696,0.7987439999999999,1.363952
2009,05224028,18.398,0.025,0.892,0.029,1.741,0.03,9.759937431123282,1.933696,0.985744,0.9479520000000001
2011,05223944,19.112,0.044,0.743,0.054,1.574,0.058,10.47393743112328,1.7666960000000003,0.8367439999999999,0.9299520000000003
2012,05224028,18.291,0.022,0.846,0.025,1.656,0.028,9.652937431123283,1.8486960000000001,0.9397439999999999,0.9089520000000002
2014,05224654,18.674,0.031,0.519,0.041,1.143,0.048,10.035937431123282,1.3356960000000002,0.612744,0.7229520000000003
2015,05224782,18.571,0.027,1.034,0.03,2.07,0.031,9.932937431123284,2.2626959999999996,1.127744,1.1349519999999995
2019,05224828,21.281,0.317,1.488,0.334,2.629,0.344,12.642937431123281,2.8216959999999998,1.5817439999999998,1.239952
2021,05224782,18.571,0.027,1.04,0.03,2.07,0.031,9.932937431123284,2.2626959999999996,1.1337439999999999,1.1289519999999997
2022,05225235,18.515,0.025,0.556,0.033,1.186,0.042,9.876937431123283,1.378696,0.6497440000000001,0.7289519999999998
2023,05224694,18.612,0.032,0.921,0.038,1.564,0.044,9.97393743112328,1.756696,1.014744,0.741952
2024,05224683,20.267,0.126,1.458,0.133,2.711,0.136,11.628937431123282,2.9036959999999996,1.551744,1.3519519999999996
